id,nome,tipo_edificio,coord_X,coord_Y,capienza
5782,Parco via Verdi,park,4006103.832573886,1163940.7493381489,150
5783,Park,park,4005997.9121145085,1167059.1997579767,150
5784,Park,park,4008026.294930755,1179798.958307168,150
5785,Parco Paolo Borsellino,park,4006897.935696019,1163320.1603838743,150
5786,Park,park,4002965.0743698874,1164919.419744672,150
5787,Grande Museo del Duomo,museum,4007739.037905781,1176630.2604806328,50
5788,Park,park,4006103.7478336976,1167890.3632388618,150
5789,Park,park,4006276.896752913,1168359.4578172227,150
5790,Park,park,4015540.296138898,1175944.1861666583,150
5791,Parco di Via San Francesco,park,4007008.5095598227,1163359.8887655798,150
5792,Parco Boscoquattro Augusto Rancilio,park,4006018.173048362,1163246.1873096693,150
5793,Park,park,4003257.49911912,1172966.8973389685,150
5794,Parco Cabassina,park,4005678.827398388,1164065.530495729,150
5795,Giardini Villa Marazzi,park,4006766.6330391373,1163606.2907395707,150
5796,Parco Verdi,park,4004329.2867521215,1166467.6406202011,150
5797,Park,park,4003888.2248057523,1166219.6023374125,150
5798,Park,park,4004336.71456862,1166552.6918297398,150
5799,Paleolab,museum,4009127.2170331287,1177596.3201817882,50
5800,Giardini Enzo Biagi,park,4006679.685362871,1176077.9593145635,150
5801,Giardini Enzo Biagi,park,4006584.957961041,1176140.869532102,150
5802,Parco della Vettabbia,park,4001132.535619972,1181408.544308039,150
5803,Parco di via Monte Rosa,park,4006056.1307766535,1164548.5601075636,150
5804,Parco via Italia,park,4005896.436112057,1164802.1059176004,150
5805,Park,park,4007890.0392775633,1187797.332624331,150
5806,Park,park,4012498.2762440694,1167852.6085971948,150
5807,Park,park,4009695.1540084947,1169857.4797425354,150
5808,Park,park,4005189.1822418775,1179633.2121068751,150
5809,Park,park,4011940.85078027,1186380.8389185178,150
5810,Isola Pepe Verde,park,4010624.9402428633,1176429.4332605693,150
5811,Park,park,4004338.3663119157,1167711.0227705014,150
5812,Park,park,4007747.1040404886,1173086.5432229948,150
5813,Park,park,4007862.2376681706,1173055.6586483824,150
5814,Padiglione d'Arte Contemporanea,museum,4008835.5249521,1177735.2790526308,50
5815,Monumento a Sandro Pertini,artwork,4008591.651908248,1176804.0423268627,20
5816,Monumento alle Cinque Giornate di Milano,monument,4007389.5514185466,1178579.5701969126,40
5817,Park,park,4003007.8567110416,1177848.1541887322,150
5818,Park,park,4003163.880274122,1177788.6277514629,150
5819,Park,park,4013306.73734032,1166078.4287219269,150
5820,Park,park,4009736.740621999,1164025.0723874632,150
5821,Park,park,4010032.5716893566,1167789.7387659345,150
5822,Giardino Luigi Marangoni,park,4010015.6449293406,1167859.8023277174,150
5823,Park,park,4015295.4814836746,1171395.7280173001,150
5824,Park,park,4010237.4866830297,1186302.212108673,150
5825,Museo Del Design 1880-1980,museum,4005911.262581512,1174159.1454838505,50
5826,Park,park,4012854.6659248527,1183097.1794383381,150
5827,Park,park,4010637.684117953,1173670.2622915723,150
5828,Parco delle Basiliche,park,4007219.9714679974,1175348.1945354508,150
5829,Park,park,4008536.1182471514,1181677.648898414,150
5830,Giardino Scaldasole,park,4006714.940133546,1174997.8589065056,150
5831,Park,park,4009910.0799881434,1183556.1729280476,150
5832,Park,park,4011344.1819954566,1170405.1650405428,150
5833,Parco Archeologico dell'Anfiteatro Romano,park,4007095.987671619,1174937.8203066874,150
5834,Park,park,4014282.373478141,1175643.4893981784,150
5835,Park,park,4013383.1487920485,1175878.0162780487,150
5836,Parco via Don Grazioli - Zambelli,park,4013705.2644886016,1174882.482587864,150
5837,Park,park,4013910.264483313,1174851.2190645772,150
5838,Fondazione ATM,park,4008784.703147622,1187415.3288666953,150
5839,Giardino Mario Capponi,park,4004514.216763671,1175561.4804663353,150
5840,Park,park,4004581.269886859,1175309.9227692627,150
5841,Giardino Paolo Scrofani,park,4004611.103198604,1174655.719047027,150
5842,Park,park,4005339.6153797954,1172146.135915177,150
5843,Park,park,4006053.404180565,1177836.6378500233,150
5844,Park,park,4010019.1821198496,1177179.1292649899,150
5845,Park,park,4007689.2384312595,1164972.948953979,150
5846,Park,park,4014885.858154021,1170383.1189591463,150
5847,Park,park,4015274.4045406147,1169139.0068988865,150
5848,Park,park,4012054.87909811,1171264.6296424954,150
5849,Park,park,4012619.2664697985,1166812.6353220292,150
5850,Park,park,4013121.9504784183,1166557.0670425883,150
5851,Park,park,4012481.980299353,1167690.0121097376,150
5852,Park,park,4011234.4759302265,1169998.0661350614,150
5853,Park,park,4014107.3966658525,1169878.4171830541,150
5854,Giardino Gregor Mendel,park,4010977.5811502184,1177527.24793904,150
5855,Giardino Carmelo Bene,park,4011947.9015405932,1173707.7284729888,150
5856,Giardino Antonio Cederna,park,4011612.6418813444,1173881.9639719033,150
5857,Il Pratone,park,4000422.508762458,1185795.3200546848,150
5858,Giardino Calabiana / Balduccio da Pisa,park,4004865.9349865085,1178580.1518350001,150
5859,Park,park,4003228.054874984,1177389.411381069,150
5860,Park,park,4002737.7347540045,1177442.802766362,150
5861,Park,park,4004126.86001662,1178748.9183901032,150
5862,Parco ex OM,park,4005329.9578793044,1176004.4295353603,150
5863,Parco Chiesa Rossa,park,4003783.147564421,1173807.1149244846,150
5864,Park,park,4003977.1228431785,1173840.645676984,150
5865,Park,park,4007520.575576275,1172314.9742698993,150
5866,Park,park,4003593.4830878186,1171318.407886704,150
5867,Park,park,4004591.4087137305,1171832.8234895458,150
5868,Park,park,4004496.535352673,1172431.7299942896,150
5869,Parco Forlanini,park,4006618.5671946136,1186361.0688344159,150
5870,Park,park,4014394.5204396136,1183571.270585807,150
5871,Monumento a Vittorio Emanuele II,monument,4007861.321346392,1176325.7520514193,40
5872,Park,park,4014946.2124708924,1164246.15728664,150
5873,Giardino della Guastalla,park,4007196.2213194957,1177079.3623728857,150
5874,Giardino Facchetti-Maldini,park,4010474.142387902,1167370.580182814,150
5875,Parco in memoria delle Vittime Italiane nei Gulag,park,4007743.7738969093,1164491.123013997,150
5876,Park,park,4014646.4388992204,1174704.0324872276,150
5877,Parco via Tartini - Cialdini,park,4013286.4506104286,1174747.3487838681,150
5878,Park,park,4006500.5726515716,1180535.3123905663,150
5879,Park,park,4005189.998875134,1184243.7770949039,150
5880,Park,park,4005086.934785558,1183502.3551420753,150
5881,Park,park,4007276.380269751,1181056.9288803744,150
5882,Park,park,4014617.5172579894,1164307.907083897,150
5883,Park,park,4014516.84441209,1164414.7099126228,150
5884,Park,park,4002601.6850852026,1174745.9233267244,150
5885,Park,park,4015472.4276096155,1168304.6591296135,150
5886,Park,park,4015464.3574795234,1168380.1937496543,150
