id,nome,tipo_edificio,lvl_edificio,dipendenti,coord_X,coord_Y
4665,juicebar,bar,,3,4007898.7550385874,1176691.7839682356
4666,Pizza da Asporto,restaurant,,10,4008260.42464321,1168616.3026744302
4667,Gourmand il panino d'autore,fast_food,,7,4008342.9592577126,1173427.7312091065
4668,Pizzeria Primavera,restaurant,,10,4007494.993580251,1162677.2716000648
4669,Punto Pizza,restaurant,,10,4007864.3425582126,1162264.6025787452
4670,Il Mosto Selvatico,restaurant,,10,4007264.3725785394,1174093.6977108698
4671,Pulia,restaurant,,10,4007957.632525594,1176358.9083768094
4672,Taverna Moriggi,restaurant,,10,4007938.3250980265,1175272.163459007
4673,Organic,restaurant,,10,4007947.1445704177,1175289.6345311091
4674,Wave,bar,,3,4007352.2111214167,1174791.0850717048
4675,La Buca di San Vincenzo,pub,,5,4007304.2526662857,1174399.824448728
4676,Da Noi 2,restaurant,,10,4005868.661431682,1174544.4828864974
4677,Fà Ballà l’Oeuch,restaurant,,10,4008788.237082717,1163587.8476368606
4678,Gnocco Fritto 2,restaurant,,10,4006364.75264643,1173908.4866047518
4679,Pasto - Laboratorio di pasta con cucina,restaurant,,10,4007715.500491885,1175705.7461761332
4680,Totó,restaurant,,10,4007503.969114548,1167824.8480184777
4681,One way della Speranza,restaurant,,10,4009298.4990415764,1178393.670080532
4682,Il Santo Bevitore,restaurant,,10,4010425.347937542,1174532.053620662
4683,Vineria di via Stradella,restaurant,,10,4009318.7742665373,1179870.7904050362
4684,Restaurant,restaurant,,10,4002880.878705593,1173052.86568774
4685,east market milano,pub,,5,4009741.906847377,1183908.8278486761
4686,Stelvio,restaurant,,10,4010797.594362746,1176921.781093833
4687,Dell'Arte,fast_food,,7,4003507.491906365,1173578.2344811007
4688,San Tommaso,fast_food,,7,4003683.446384706,1173703.195088726
4689,Mangia & Bevi,restaurant,,10,4003634.404334407,1173668.3772709344
4690,Bar,bar,,3,4006399.263087024,1174918.2407089826
4691,La Piadineria,restaurant,,10,4006789.35473488,1173032.1376507492
4692,AcquaMarina,restaurant,,10,4006832.359781626,1173009.4806775912
4693,La Perla del Sud,restaurant,,10,4011942.457525556,1178750.853870203
4694,Svinazzando,restaurant,,10,4009968.252703903,1172259.4227802434
4695,Rainbow,restaurant,,10,4009549.133320789,1172656.0776618095
4696,Mi - Cucina di Confine,restaurant,,10,4009590.091916412,1172661.99037066
4697,Orianna,restaurant,,10,4009897.1621277127,1176162.005598013
4698,Radio Rooftop Bar,bar,,3,4009716.845306815,1177344.9691918076
4699,Signorvino Via Dante,bar,,3,4007838.141991689,1176818.1301068587
4700,La Balera dell'Ortica,restaurant,,10,4008018.173114809,1182973.034042706
4701,Al Mercante,restaurant,,10,4009950.572345678,1173101.9535813527
4702,Sale Grosso,restaurant,,10,4009837.3674568874,1173049.9814014963
4703,Ryu Sushi,restaurant,,10,4009938.04030703,1172864.8205977017
4704,Nikkei,restaurant,,10,4009987.8576176213,1173062.7410634665
4705,Feel,restaurant,,10,4010078.209531474,1172841.818293664
4706,S. Ambrogio,fast_food,,7,4007425.4672934804,1174329.7194386162
4707,Quadronno,bar,,3,4006518.858630574,1177033.0700320764
4708,Shanti,restaurant,,10,4007562.2994138226,1174075.6171908681
4709,Bar Zanoli,bar,,3,4014579.492672528,1174690.3159877185
4710,Negozio Bistrot Delicious,restaurant,,10,4010815.622575381,1186262.351555055
4711,Punto pizza,fast_food,,7,4011467.529344921,1179015.195375407
4712,Doriani,restaurant,,10,4009154.3124257075,1176201.9343464787
4713,Roast-Eat,fast_food,,7,4006639.2763378406,1174171.665212706
4714,Flower Burger,fast_food,,7,4006794.4412416727,1173634.418621109
4715,Perla del Pacifico,restaurant,,10,4014564.9912347575,1174567.9910994386
4716,Trieste Pizza,restaurant,,10,4010109.253815576,1176277.2235130458
4717,Stendhal,restaurant,,10,4009110.3107814053,1176246.0129410157
4718,Fruteiro,restaurant,,10,4009152.9116799054,1176257.6011634124
4719,Zanzibar,bar,,3,4012612.0885184743,1177849.9082898493
4720,Maruzzella,restaurant,,10,4012153.8127736845,1177719.726281597
4721,Domino's Pizza,fast_food,,7,4011880.2343668533,1179153.5959795886
4722,La Rava e la Fava,restaurant,,10,4011392.0331513532,1173578.2917998743
4723,Blitz,restaurant,,10,4010986.011606071,1174335.7738974907
4724,Trattoria Cacciatori,restaurant,,10,4006257.1669913204,1190873.6929658318
4725,Pomet,restaurant,,10,4007610.953375843,1175839.8506845152
4726,Bar dell'Occhio,bar,,3,4014589.2812032057,1174813.5978776442
4727,e-Sport Lounge Bar,bar,,3,4005679.1611882686,1174802.766769751
4728,Pavè - Birra,pub,,5,4009584.558098429,1178241.965146073
4729,Giannino,restaurant,,10,4009849.6581860585,1177901.5152040964
4730,Rustik Pub Beer and Grill,pub,,5,4011104.963322307,1193723.7834029375
4731,Dadaumpa,restaurant,,10,4011151.4660531036,1193736.9147525104
4732,Old Wild West,fast_food,,7,4011225.1272769375,1193693.9503220264
4733,Industrial,bar,,3,4011081.2894867384,1193701.556803774
4734,Terraferma,restaurant,,10,4010831.623550385,1177968.4289798408
4735,Rainbow cafè,bar,,3,4009177.423259355,1178507.7555935828
4736,El Chorrillano,restaurant,,10,4011240.340115876,1179780.173419229
4737,El Rincón de Lupita,restaurant,,10,4011213.8777187774,1179902.7274905532
4738,Ristorante Pizzeria del Drago,restaurant,,10,4008034.161048756,1176695.2516499704
4739,Sabor Peruano,restaurant,,10,4011154.3614906226,1180291.2372675058
4740,Fast_food,fast_food,,7,4011096.646429697,1180102.1562837637
4741,Ju Xin Lou,restaurant,,10,4010960.582414864,1180036.2356157214
4742,La Cai Shen,restaurant,,10,4011044.1271260474,1180429.29782106
4743,Lo Scoglio,restaurant,,10,4010998.88335345,1180351.9869005748
4744,Fast_food,fast_food,,7,4010972.7275886517,1180341.935961919
4745,Bar Cialdini,bar,,3,4014551.3022100916,1174405.286334151
4746,Pan Brioche,bar,,3,4010382.182397101,1178681.115993471
4747,Roxy Bar,bar,,3,4014328.8795788353,1174493.2178203345
4748,Vivà,restaurant,,10,4014636.9747357336,1179629.5527925885
4749,il fortino,bar,,3,4006122.5718520083,1176593.510087254
4750,Kama,restaurant,,10,4006127.940673105,1176533.3514591544
4751,IL cozzaro,restaurant,,10,4006125.531681237,1176562.0636749174
4752,Amygdala Cafė,bar,,3,4006116.079361052,1176662.4859797112
4753,The Social Chupiteria,bar,,3,4006112.474897758,1176687.631967988
4754,BurgerBar,fast_food,,7,4006126.0922553004,1176556.107816973
4755,Restaurant,restaurant,,10,4006133.015552828,1176765.4052156936
4756,Oca giuliva,restaurant,,10,4006136.849966354,1176720.2007061595
4757,turkish kebap,fast_food,,7,4006120.2468164614,1176618.2116094704
4758,Barbruto,pub,,5,4006099.7000537473,1176687.2768213684
4759,Bar,bar,,3,4006084.3023237325,1176768.5870007086
4760,Pravda Vodka Bar,bar,,3,4006063.7507740804,1176768.7193926945
4761,Vincent's Bar,restaurant,,10,4006036.631397903,1176821.9513191306
4762,Vinodromo,bar,,3,4006038.6844314975,1176888.765496344
4763,Maui,restaurant,,10,4008059.5050995476,1175450.5049637384
4764,Fast_food,fast_food,,7,4012958.027770467,1177870.6739690036
4765,Bar da Giorgia,bar,,3,4012356.7256947695,1177989.0518438427
4766,Ristorante Pizzeria Moonlight,restaurant,,10,4006971.6569052287,1171190.6723874677
4767,Fabregas,restaurant,,10,4007480.12729121,1175199.8715854855
4768,La Piadineria,fast_food,,7,4007829.519410005,1175650.7942973953
4769,Sensei,restaurant,,10,4007395.5184445726,1175045.3709211755
4770,Pianeta verde,restaurant,,10,4004444.678427481,1167960.1524353658
4771,Al Giardinetto,restaurant,,10,4006711.8232754944,1173388.2494775236
4772,Mondial Kebap,fast_food,,7,4009572.1887614927,1176018.043121696
4773,Faccio Cose Vedo Gente,restaurant,,10,4011051.6156359683,1173174.727049479
4774,Cook Window,restaurant,,10,4007123.448224912,1178821.7679630443
4775,Pizza in Piazza,fast_food,,7,4004048.2178227836,1179448.6850225418
4776,Carmen,restaurant,,10,4004393.322661371,1180580.276869734
4777,La Veranda,restaurant,,10,4008441.354146874,1177186.5299496842
4778,Trattoria Il Molo,restaurant,,10,4004512.989424272,1179415.5605848988
4779,L'Agristorante,restaurant,,10,4003753.614508723,1181871.32106049
4780,Mevlana,fast_food,,7,4004340.553139632,1180592.471389057
4781,Glory,restaurant,,10,4004101.1002015644,1179666.7817074477
4782,Zà Rosa,restaurant,,10,4004114.1691003595,1178916.8377568969
4783,Meeting,bar,,3,4010517.795215352,1170835.1768863832
4784,Picanha's,restaurant,,10,4010476.491608809,1170730.3725519436
4785,La Nuova Tavernetta,restaurant,,10,4010426.9697213853,1171051.257683349
4786,City Life Cafe,bar,,3,4010314.3315406255,1171018.6581525712
4787,Masaccio,restaurant,,10,4010307.047232022,1171004.1949332294
4788,Azzurra Grill,restaurant,,10,4009420.3075741353,1178742.9985903143
4789,Mitsui,restaurant,,10,4009440.6714968453,1178713.404651566
4790,Fast_food,fast_food,,7,4011156.5602895394,1173411.2808827772
4791,BarArt Bistrot,bar,,3,4006914.071172857,1173696.7270811505
4792,Tramé e té,bar,,3,4010701.8667932595,1174043.2311399288
4793,Bar Dada,bar,,3,4011141.193830518,1173457.8599304322
4794,Gattopardo,restaurant,,10,4010547.062090659,1174218.6937121325
4795,Usaghi,restaurant,,10,4011129.765127215,1173549.7238518363
4796,Quadrifoglio,restaurant,,10,4010502.326510284,1174423.6655619163
4797,The grill,restaurant,,10,4007219.8348439788,1176647.3342402885
4798,Pizzium,restaurant,,10,4009292.1166452975,1178631.449125856
4799,Gusto,fast_food,,7,4007440.182848843,1176957.104275424
4800,Favelinha,fast_food,,7,4007170.444951171,1176647.6274843458
4801,Centrale,fast_food,,7,4010167.112055264,1178535.9403890541
4802,Ristorante Ampere 57,restaurant,,10,4009839.712000552,1181289.5145485075
4803,Ali Baba Pizzeria,fast_food,,7,4009791.703391086,1174757.620908983
4804,Vasavasa,fast_food,,7,4010090.3419410326,1174249.239092881
4805,Gelatera 54,fast_food,,7,4010150.964729149,1174145.9028291497
4806,Bar Felice,bar,,3,4009807.5809058496,1174755.698147882
4807,Rosemary by Dispensa,fast_food,,7,4008566.551946095,1174674.5018377055
4808,Burger King,fast_food,,7,4008563.0409051734,1174655.1152714307
4809,Faravelli,restaurant,,10,4006839.3795966334,1178389.9905915095
4810,Astoria,restaurant,,10,4006997.80127004,1178457.1484979594
4811,Angus and more,restaurant,,10,4007012.403243988,1178471.6864618228
4812,Open Bar,fast_food,,7,4010156.413236033,1178599.8152442642
4813,Bistrot Isola,restaurant,,10,4006770.832680053,1179328.9120015593
4814,Mani in Pasta,restaurant,,10,4012233.8616242474,1183227.5372678943
4815,Bar Arici,bar,,3,4012240.988311004,1183238.3869259192
4816,OK 3,fast_food,,7,4009786.8580257935,1179401.2237770217
4817,Pizzeria Santa Maria,restaurant,,10,4009484.9563373583,1182615.9286654536
4818,Zhaolong,restaurant,,10,4009493.817268347,1182641.0667994043
4819,Il Vero ok,fast_food,,7,4006420.247945091,1174262.6233324807
4820,Village Café,fast_food,,7,4006401.5320588932,1174108.4665153327
4821,Restaurant,restaurant,,10,4008181.3639953756,1182180.7830021018
4822,Adulis,restaurant,,10,4008906.6280581923,1178962.9367923269
4823,Turkish Kebap Pizzeria,restaurant,,10,4008917.416963341,1178952.8594891648
4824,M24,restaurant,,10,4008928.601740497,1178943.590058452
4825,El Paso de los Toros,restaurant,,10,4009226.092346725,1178518.4219290917
4826,Turkish Kebap-Pizza,fast_food,,7,4009179.5950606754,1178640.8014418283
4827,Bar Addis Abeba,bar,,3,4009280.2574294624,1178426.0714089274
4828,Ristorante Awash,restaurant,,10,4009340.1696224967,1178363.016632186
4829,Trattoria Wang Jing,restaurant,,10,4009422.7485662447,1178225.2498785104
4830,La Locanda Dell'amore,restaurant,,10,4009415.6135818637,1178191.0449917298
4831,Belluccio's,restaurant,,10,4008251.1239355947,1181472.2180041873
4832,Judo,restaurant,,10,4008242.83843956,1181502.3571101401
4833,AL venticinque,restaurant,,10,4006609.138812,1178164.993106421
4834,Caffe Vergnano,restaurant,,10,4007763.688115397,1176075.2603661544
4835,Restaurant,restaurant,,10,4006621.500203918,1178174.067539292
4836,Ecooking,restaurant,,10,4007657.363608537,1176262.2265235882
4837,Willy's Sandwich,fast_food,,7,4009352.9427940543,1178029.1490274104
4838,Domino's Pizza,fast_food,,7,4010693.6571447863,1180964.0917208767
4839,Bar 46,pub,,5,4006300.454993331,1179296.1232858521
4840,Da Willy,restaurant,,10,4006828.1104360023,1178409.1123021003
4841,Da Zio Frank,restaurant,,10,4006775.696040005,1177886.6376479373
4842,Restaurant,restaurant,,10,4006787.193016443,1177550.9861885828
4843,‘O Macarò,restaurant,,10,4006922.4286179165,1176811.8149900935
4844,Il Piccolo Bistro,pub,,5,4007061.2302242615,1176735.8784277881
4845,Stranobar,pub,,5,4006163.014685706,1179162.9038204395
4846,Piadà,fast_food,,7,4006845.8517951323,1171916.238141058
4847,Pub,pub,,5,4008740.020935242,1177917.3995395137
4848,Ferrari,restaurant,,10,4009333.975992994,1178411.7602124203
4849,Santa Maria,fast_food,,7,4009267.2436771034,1178444.5824004624
4850,Fid bottega sicula,restaurant,,10,4006454.6631217655,1173833.0401780042
4851,River,bar,,3,4006432.1252998053,1173852.814205791
4852,LeccoMilano,bar,,3,4009280.7358498815,1178384.4814633094
4853,Panini Durini,fast_food,,7,4008327.0682085534,1176547.2849549518
4854,Note di Cucina,restaurant,,10,4010606.1949287476,1180355.656872208
4855,BackDoor43,bar,,3,4006409.631420776,1174177.3508969387
4856,ecooking,restaurant,,10,4007685.026846019,1176272.5091402903
4857,Wang Jiao Milan,restaurant,,10,4009349.444928512,1178609.3115853043
4858,Aumm Aumma,restaurant,,10,4008611.220260444,1172989.6160608877
4859,La Maniera di Carlo,restaurant,,10,4008629.9464175277,1172966.5778511388
4860,Rufus Bar,bar,,3,4008614.2072235867,1173207.0535138135
4861,CIK Fried Chicken,restaurant,,10,4004576.712696428,1174639.5617049085
4862,Il pomodorino,restaurant,,10,4006871.168845408,1172226.0219842123
4863,Momento,restaurant,,10,4006357.0805683425,1174195.4220493087
4864,Ittolitos,pub,,5,4005340.3498079022,1170591.5474656988
4865,El Pollito,fast_food,,7,4014782.9279593364,1164041.2406419865
4866,Casa del Kebab,fast_food,,7,4014740.9201781256,1164106.9249721637
4867,Restaurant,restaurant,,10,4014705.1442690934,1164162.3349366875
4868,Stefano Il Marchegiano,restaurant,,10,4011478.5012236903,1172151.2546800806
4869,La Locanda dei Sapori,bar,,3,4003653.1039726282,1182571.384307848
4870,Tenoha,restaurant,,10,4006650.9544970053,1174106.8327773935
4871,Nordic Grill,restaurant,,10,4007414.7206277293,1174684.9058206526
4872,Premata Pizzeria,restaurant,,10,4007272.343113698,1174902.7576782813
4873,Kappa's café,bar,,3,4003094.3486653552,1182892.7351879717
4874,LùBar,restaurant,,10,4008777.05043524,1177808.5893234934
4875,Meleria,restaurant,,10,4002648.420562612,1185749.6643001293
4876,Le Bistrot,restaurant,,10,4002661.912083013,1185738.902826365
4877,La Forgia degli Eroi,bar,,3,4009509.016587679,1181262.6917993948
4878,Lo Spaccio,restaurant,,10,4012691.8520694408,1174463.14344776
4879,Bar,bar,,3,4002938.4249133957,1183117.3218058187
4880,Coffe house,bar,,3,4002958.8941860953,1183150.4758454417
4881,Pizzeria e kebab da Omar,restaurant,,10,4002943.4973674947,1183129.6238197924
4882,Bar,bar,,3,4003176.1316435607,1182622.893291358
4883,Trattoria Sole,restaurant,,10,4009185.2091283095,1182529.535723564
4884,IL Capestrano – Ristorante abruzzese,restaurant,,10,4004244.66288566,1177623.7427611433
4885,Dolce e salato,bar,,3,4014511.336427575,1179246.4689747088
4886,SottoSopra,restaurant,,10,4014095.149349538,1179850.7537813317
4887,Hola,restaurant,,10,4009752.5499869767,1174274.502132248
4888,Dumbo Burger,fast_food,,7,4009680.1473553623,1174383.431055936
4889,Rebetiko,restaurant,,10,4009664.113533256,1174377.7882760598
4890,Tara,restaurant,,10,4009753.8188889073,1174444.7843648668
4891,Margot,restaurant,,10,4009663.745055549,1174596.1387274647
4892,Ten to Ten,restaurant,,10,4009750.569786826,1174402.7921370235
4893,Pisco,restaurant,,10,4009588.430473859,1174452.6579104692
4894,Social Market Fish & Chips,restaurant,,10,4006534.434309895,1174798.9208331637
4895,Vineria,restaurant,,10,4006567.502877134,1175051.6490580987
4896,Ckn & Chk,fast_food,,7,4006577.3715578527,1175055.1061252798
4897,Alta Turkish Kebap,restaurant,,10,4006700.2216623747,1177162.1746759743
4898,Hello Chicken,fast_food,,7,4006685.679985361,1177144.9482170346
4899,Mercanti,restaurant,,10,4007978.504922835,1176111.157850156
4900,Caffe Martini,bar,,3,4008008.797166832,1176052.3088926887
4901,La Bufala,restaurant,,10,4010105.1948790904,1173772.9983830813
4902,Sushi Edo,restaurant,,10,4010198.874763917,1173665.6516356305
4903,La Taverna dei Golosi,restaurant,,10,4009793.0455552423,1174067.4482035672
4904,Ama.mi,restaurant,,10,4009717.296822516,1174056.9504537731
4905,Milano 1979,restaurant,,10,4009681.25940324,1174090.4720977643
4906,Alle Colonne,restaurant,,10,4007248.971328481,1175215.9224332226
4907,Panino Giusto,restaurant,,10,4007415.889183611,1175292.365919607
4908,Donna Sophia,restaurant,,10,4007359.664604504,1175278.4882317728
4909,Work on the Go,restaurant,,10,4007276.0607811385,1175259.8531414955
4910,VentiSette,restaurant,,10,4014392.6766109583,1170240.7370694156
4911,Yamakawa,restaurant,,10,4004792.253083512,1171573.00237244
4912,La boutique della pizza,fast_food,,7,4004781.40082145,1171571.6005793016
4913,Sant Eufemia,bar,,3,4007008.221505873,1176370.896485205
4914,Cinnamoon,restaurant,,10,4014603.2686358243,1175067.01067743
4915,Identità golose,restaurant,,10,4008383.9775933926,1176516.9196758224
4916,FLOW,bar,,3,4013972.6317536607,1179947.921464089
4917,Bar,bar,,3,4005463.439503052,1178894.5176437304
4918,Monica,bar,,3,4006033.8220006432,1177975.1355540433
4919,Monterosso,fast_food,,7,4006056.8193496214,1177944.3064864317
4920,10 corso como,restaurant,,10,4010101.911472421,1176360.7309908844
4921,Bar,bar,,3,4014500.661313784,1175317.09774474
4922,Rossopomodoro,restaurant,,10,4006053.5573928584,1177663.595701178
4923,Da noi si mangia,restaurant,,10,4013164.754721228,1175095.8798123486
4924,Top Pan Wok,restaurant,,10,4007536.12058047,1173327.1602420711
4925,Royal Istanbuk,fast_food,,7,4014593.8855089047,1174809.9844585238
4926,L'angolo gourmet,restaurant,,10,4014424.0901366863,1179480.0059543394
4927,Johnny's,fast_food,,7,4006102.7669734717,1180734.5098896439
4928,Insubria,restaurant,,10,4005958.703087354,1180283.2915813609
4929,Fast_food,fast_food,,7,4007287.872951926,1175261.9141280144
4930,L’isola del Tesoro,restaurant,,10,4007148.2289422187,1176476.0992218577
4931,Quore Italiano,restaurant,,10,4007959.4568041903,1177041.083637625
4932,Bomba,fast_food,,7,4009993.774400258,1176334.8127768605
4933,Il panzerotto del senatore,fast_food,,7,4007758.887360049,1176219.663224331
4934,Ristorante Pizzeria Al Borgo,restaurant,,10,4011197.6960583217,1173983.5930038188
4935,Fusho,restaurant,,10,4009548.4278893056,1179392.976724175
4936,Rosticceria Palazzi,restaurant,,10,4009492.44739279,1179472.439755666
4937,Mami,restaurant,,10,4009427.1024760944,1179734.9507344388
4938,Albo d'Oro,restaurant,,10,4009518.86960577,1179721.2208721405
4939,Pizzeria La Cappa,restaurant,,10,4004213.0062745623,1177426.8968037802
4940,The Babylon,bar,,3,4014374.836328835,1173282.6045616788
4941,Sun,restaurant,,10,4006075.4714788347,1177073.4887962383
4942,Hot Dog Club,bar,,3,4011572.2934896694,1182621.3935417489
4943,Depot,bar,,3,4011898.925960351,1181053.2305607006
4944,Star Istanbul - Kebap Pizza,fast_food,,7,4004982.11039987,1171672.4343594923
4945,Tang Gourmet,restaurant,,10,4010169.7630298114,1175077.4222877328
4946,A'Vucciria,fast_food,,7,4010169.419212619,1174899.9898115122
4947,Restaurant,restaurant,,10,4010028.4825973357,1175007.6467359557
4948,Osteria Vecio Frjul,restaurant,,10,4009970.1609847625,1174681.1036695656
4949,Trattoria Hong Ni,restaurant,,10,4009936.819920297,1174683.4902295806
4950,Rosso Fuoco,restaurant,,10,4009888.17085279,1174713.3587232146
4951,Rookies,restaurant,,10,4006504.908278186,1174584.4669694786
4952,Salumeria dello Sport,bar,,3,4006919.912859672,1171507.4209294675
4953,Green Day Natural Food and Bar,fast_food,,7,4007410.1890630466,1175352.0244330505
4954,Locanda Fuocolento,restaurant,,10,4014305.838099915,1174462.412338148
4955,Euro Jolly,bar,,3,4006786.757027366,1173904.4144797942
4956,Bella Vista Istanbul,fast_food,,7,4005591.704362275,1170885.6868438176
4957,Yokohama,restaurant,,10,4007347.576305353,1175948.555161584
4958,Amici della Pizza,restaurant,,10,4011031.4692136017,1176062.4422270318
4959,Pizzeria Cleopatra,fast_food,,7,4013088.376531664,1175147.5874172063
4960,40 Pizza e Cucina,restaurant,,10,4009099.67018139,1178510.6550406986
4961,Taverna Visconti,restaurant,,10,4007740.6655220846,1177620.7890164822
4962,Fuorimano,restaurant,,10,4013224.99152343,1179198.5225543904
4963,CONCH,restaurant,,10,4011093.1274194326,1173465.1975725105
4964,My Good Food,fast_food,,7,4013120.879873063,1173877.5310631725
4965,Red Gold,bar,,3,4013142.9348152643,1173817.7136142317
4966,Restaurant,restaurant,,10,4009399.0094611705,1178444.5569084536
4967,Gelsomino,restaurant,,10,4010239.0519550135,1174839.7182379642
4968,Al Vecchio Porco,restaurant,,10,4010297.7336868984,1174847.293480043
4969,Le Follie,restaurant,,10,4013063.0956077008,1174916.6251659153
4970,Obicà Centrale,restaurant,,10,4010400.078027082,1178602.7895468976
4971,Testone,fast_food,,7,4006567.0470620575,1174443.592761333
4972,ivan & frank,restaurant,,10,4005568.9436830883,1178714.4812957316
4973,Il Cortiletto,restaurant,,10,4014040.672975416,1181704.6904406433
4974,Convertini,bar,,3,4013035.1553032952,1184357.8427950244
4975,Restaurant,restaurant,,10,4012242.9202501513,1186467.323518168
4976,la Puccia,fast_food,,7,4008660.6192499124,1163687.0068136093
4977,Isola dei Sapori,restaurant,,10,4007078.360951944,1178949.986907579
4978,Na Gott,restaurant,,10,4007303.8376565017,1178127.5699480104
4979,La Toga,restaurant,,10,4007325.995705349,1177994.2961163453
4980,Gemelli Diversi,restaurant,,10,4008665.7201597593,1169899.396380356
4981,Larky restaurant caffe Milano,restaurant,,10,4008446.9008094654,1173257.513211841
4982,The Botanical Club,bar,,3,4010702.6720442874,1176278.137069321
4983,Antica macelleria,restaurant,,10,4006094.395405508,1166462.6675539296
4984,Downtown,bar,,3,4006065.5777004296,1166424.0459071244
4985,Birrificio Brioschi,bar,,3,4004928.4817655026,1175078.5916324058
4986,Bella Gioia bistrot,restaurant,,10,4003713.435494365,1182564.9710551628
4987,Tea and Roll sushi,restaurant,,10,4003736.5347899054,1182632.9195890056
4988,Pizzeria Acqua Farina e Sale,restaurant,,10,4003828.433523512,1182920.1897311748
4989,Ristorante Pace,restaurant,,10,4007671.403539774,1171853.9499832252
4990,Veg-MI Trike,fast_food,,7,4007736.682666205,1176414.4706239863
4991,Restaurant,restaurant,,10,4009066.303234023,1168890.4330964647
4992,Carlsberg Øl,restaurant,,10,4009820.732405744,1176536.250875736
4993,So'Riso Paolo Sarpi,restaurant,,10,4010203.236607647,1174262.6534149465
4994,Fusho,restaurant,,10,4010199.8771341955,1174411.3029027795
4995,Pasta Madre,restaurant,,10,4006065.8747707694,1178228.3116733895
4996,Bar Alex,bar,,3,4010818.207954758,1176899.140887114
4997,Clover,restaurant,,10,4010734.852513861,1179308.607494118
4998,Chiosco Maradona,fast_food,,7,4005858.9983931836,1175370.1042124785
4999,Napulegna,restaurant,,10,4006208.3840503963,1176114.3601036263
5000,Posto Unico,bar,,3,4010752.723785648,1176159.3339451018
5001,Pizza DOC San Felice,restaurant,,10,4007468.33305003,1191327.5298513426
5002,Milano Icone,restaurant,,10,4007464.1691177515,1191308.1910578096
5003,The Grey Cat Pub,pub,,5,4007677.723630901,1191280.321289032
5004,Emme & Emme Bakery & Food,restaurant,,10,4007477.684316501,1191350.124337779
5005,Wang Jiao,restaurant,,10,4006354.6837572744,1175576.6603825432
5006,John Barleycorn,pub,,5,4012742.023625231,1181352.2353789378
5007,Bar Gusto,bar,,3,4007200.437249314,1180681.1777383895
5008,Trattoria da Tomaso,restaurant,,10,4010529.0592911304,1176871.503619222
5009,Cafè Gorille,bar,,3,4010529.637246481,1176892.7242625281
5010,Iter,bar,,3,4006387.0682469606,1174299.1146715619
5011,Tsukiji,restaurant,,10,4008260.2059059455,1173987.8339117721
5012,Zakuro,restaurant,,10,4008455.284400837,1174421.7536599787
5013,Al Mercante,restaurant,,10,4007823.72192209,1175962.1732492421
5014,Da Giacomo,restaurant,,10,4007767.756419379,1178811.463897557
5015,Mao Hunan,restaurant,,10,4010265.5743280402,1180369.0155066305
5016,Light & design,restaurant,,10,4016317.84470572,1162872.106757623
5017,La Piè Rooftop,restaurant,,10,4016232.7367760544,1162981.745456266
5018,Motta,restaurant,,10,4016292.038816244,1162852.3431856856
5019,Morgante cocktail & soul,bar,,3,4006504.1711368086,1174377.0973751042
5020,Sadler,restaurant,,10,4016199.9605825413,1163048.8015115957
5021,Spontini,restaurant,,10,4016278.3428075067,1162873.2294169287
5022,Beershow,bar,,3,4010998.420682693,1176628.4849670946
5023,Desidero,restaurant,,10,4005713.957693797,1171765.726954743
5024,sushi san,restaurant,,10,4006216.019379673,1174769.3679737614
5025,Happy hours,bar,,3,4005952.8917245218,1174576.738393687
5026,Sbunda,fast_food,,7,4010196.1753659416,1175536.7730212854
5027,Murales,restaurant,,10,4010329.0952975573,1173980.8564338037
5028,Da Giulia,restaurant,,10,4010264.1565890806,1173897.9510487649
5029,Erica,bar,,3,4005869.643220419,1163731.8578745495
5030,Da Gianni,restaurant,,10,4004467.943064263,1186632.406980961
5031,Antica trattoria del Castello,restaurant,,10,4004646.237844712,1186653.9382239855
5032,Impressione Chongqing,restaurant,,10,4009852.596186913,1179137.7526164085
5033,Sant’Eustorgio,restaurant,,10,4006580.331990814,1175150.9084973298
5034,Uva Garden,restaurant,,10,4010200.9765848783,1174385.3607762267
5035,Green,bar,,3,4007271.8583533554,1172684.8860630372
5036,RED Feltrinelli,restaurant,,10,4010024.2351639234,1172192.1679927104
5037,Brooklyn pub,pub,,5,4010059.7776664016,1172133.152953097
5038,Bomaki CityLife,restaurant,,10,4010029.170010534,1172057.5789275395
5039,Restaurant,restaurant,,10,4010067.461776835,1172053.5822581802
5040,Restaurant,restaurant,,10,4010048.1079777298,1172052.8320391162
5041,Poke House - Citylife,restaurant,,10,4010041.436759611,1172516.4650630273
5042,Le Colline Toscana,restaurant,,10,4010417.7239570133,1174277.1057876903
5043,Trattoria popolare,restaurant,,10,4012443.4056860427,1170657.4999583035
5044,Il Riccio di Mare,restaurant,,10,4002935.580925509,1177375.874418993
5045,Gli Orti del Belvedere,restaurant,,10,4006551.0635961806,1177587.2490385617
5046,Gennaro Esposito,restaurant,,10,4006568.8791824435,1177558.613488024
5047,Bar,bar,,3,4006088.825369123,1166492.8304049105
5048,King Toast Cafè,bar,,3,4006083.560136542,1166426.4552697178
5049,Made in Corvetto - Cucina di quartiere,restaurant,,10,4004152.7723002094,1179937.2707246898
5050,Polentone,fast_food,,7,4008960.39035842,1180999.7936747926
5051,Mahone's,restaurant,,10,4006002.9752064203,1178017.2420713634
5052,Ghe Pensi Mi,bar,,3,4011162.7674915246,1180165.4617107224
