id,nome,tipo_edificio,lvl_edificio,dipendenti,coord_X,coord_Y
6606,Auchan,supermarket,,10,4007578.353341075,1177182.6923224574
6607,Pharmacy,pharmacy,,4,4007592.661230768,1177275.8114462337
6608,Farmacia 4,pharmacy,,4,4010261.856851344,1186679.541433754
6609,Pharmacy,pharmacy,,4,4001812.552881083,1185521.8299784968
6610,Pharmacy,pharmacy,,4,4008998.8252097275,1186773.295116423
6611,Camicissima,clothes,,6,4009511.1311889025,1179181.1841773123
6612,Pharmacy,pharmacy,,4,4008299.1603917778,1167491.7096876984
6613,Farmacia comunale 35,pharmacy,,4,4012308.0013306295,1181402.3589043883
6614,Carrefour Express,supermarket,,10,4010247.160814418,1172988.3985821775
6615,Punto Simply,supermarket,,10,4012546.6764497766,1181048.3167580992
6616,Serra,pharmacy,,4,4011409.4526202655,1171596.36124126
6617,Farmacia Baldini,pharmacy,,4,4009570.961099222,1179185.278868731
6618,Pharmacy,pharmacy,,4,4009855.388271462,1179527.907076789
6619,Pharmacy,pharmacy,,4,4009709.033131589,1175336.3114597397
6620,Dalmazio,pharmacy,,4,4006142.808854362,1171870.8843488542
6621,Farmacia Bandi,pharmacy,,4,4011387.3937508115,1180570.254787006
6622,Carrefour,supermarket,,10,4014013.3887827634,1179895.2984062159
6623,Punto Simply,supermarket,,10,4009698.828174887,1175129.8452001193
6624,Pozzoli Big Market,supermarket,,10,4008499.8400790184,1160947.6013595937
6625,Farmacia Gandolfo Dottor Maddalena,pharmacy,,4,4014448.1017578235,1179420.4648728329
6626,Esselunga,supermarket,,10,4008735.8311426435,1178717.4742498407
6627,Simply Market,supermarket,,10,4006749.996339534,1169892.7085083977
6628,Carrefour Express,supermarket,,10,4006707.64286704,1170027.186166057
6629,Pharmacy,pharmacy,,4,4003310.620614684,1174276.550517224
6630,Pam,supermarket,,10,4003843.015658819,1175085.7132163062
6631,Mango,clothes,,6,4007699.736403785,1176079.0900898485
6632,Coop,supermarket,,10,4011638.9067551345,1182736.6069684625
6633,My Auchan,supermarket,,10,4015162.806546427,1174559.818655205
6634,Auchan,supermarket,,10,4013515.169031409,1181355.465530743
6635,Lloyds farmacia - comunale 58,pharmacy,,4,4011357.272323262,1182633.7524307433
6636,Natura Sì,supermarket,,10,4010417.8859980837,1177808.6441170818
6637,Farmacia Dott. Ambreck,pharmacy,,4,4010106.3819805956,1179946.509859388
6638,Feni Uomo,clothes,,6,4009982.4013336324,1179746.9753130912
6639,Pennaglia,pharmacy,,4,4003126.815677361,1182937.254615581
6640,Lloyds Faramcia,pharmacy,,4,4003636.399599256,1182537.365789781
6641,Esselunga di Via Lorenteggio,supermarket,,10,4006218.184525552,1167760.5782386484
6642,Pharmacy,pharmacy,,4,4005164.268209943,1173918.0109001664
6643,Esselunga di Viale Umbria,supermarket,,10,4005786.0285853622,1179238.5143892816
6644,Alcott,clothes,,6,4007526.4413127997,1175801.441361078
6645,Punto Simply,supermarket,,10,4009399.7778088604,1178967.6812404653
6646,Carrefour Market,supermarket,,10,4009852.5499242553,1177009.026225399
6647,Simply Market,supermarket,,10,4004395.167582909,1180341.0439711527
6648,Unes,supermarket,,10,4010703.5437613805,1182249.602792689
6649,Simply,supermarket,,10,4008057.9813546394,1177769.0132256646
6650,OVS Kids,clothes,,6,4015135.565120355,1174622.1495426309
6651,Conad,supermarket,,10,4014339.2251379904,1175010.165262451
6652,Farmacia Affori,pharmacy,,4,4014573.4447007086,1174779.0884038373
6653,Farmacia Fiore,pharmacy,,4,4006443.4274928854,1179813.938394248
6654,Farmacia Insubria,pharmacy,,4,4005967.0257220105,1180210.278030127
6655,Pharmacy,pharmacy,,4,4014758.160742231,1174645.4570553754
6656,Farmacia del Duomo,pharmacy,,4,4007580.890184349,1176858.028288968
6657,Farmacia Ponte Vittoria,pharmacy,,4,4007630.909545409,1177537.716163367
6658,Clothes,clothes,,6,4004345.002250073,1179485.7911439273
6659,Eat's,supermarket,,10,4007852.0660852278,1177070.0419287018
6660,Lloyds farmacia comunale N. 13,pharmacy,,4,4004687.808991278,1179165.1153138494
6661,Pharmacy,pharmacy,,4,4006907.3995419405,1174132.3602849576
6662,Carrefour Market,supermarket,,10,4013637.713956289,1178801.960207088
6663,Farmacia Galileo,pharmacy,,4,4009959.3373043025,1177535.0832725149
6664,Pharmacy,pharmacy,,4,4008927.4950674023,1175767.765974539
6665,Farmacia Comotti,pharmacy,,4,4008903.752454502,1177199.6027371143
6666,Farmacia Olona,pharmacy,,4,4007220.787651592,1173716.619786077
6667,Carrefour Express,supermarket,,10,4006834.0094029657,1174856.339384862
6668,Punto SMA,supermarket,,10,4008611.8623075224,1171490.3518376022
6669,Pharmacy,pharmacy,,4,4008442.5764361634,1182301.1100167162
6670,Farmacia San Babila,pharmacy,,4,4008324.6662299805,1177625.4947473265
6671,Farmacie di Turno,pharmacy,,4,4008342.885247373,1177676.4072514274
6672,PennyMarket,supermarket,,10,4012104.22013116,1181872.1441639739
6673,Farmacia Toschi,pharmacy,,4,4007091.0474520503,1181371.5684149137
6674,PAM,supermarket,,10,4007660.685121976,1178891.1325017477
6675,Patagonia,clothes,,6,4009878.2648068685,1176148.2950352419
6676,Punto SMA,supermarket,,10,4007405.547765252,1178987.5061358747
6677,Pharmacy,pharmacy,,4,4007141.3538072463,1178863.2231488659
6678,Farmacia Ferrarini,pharmacy,,4,4007322.158452072,1178621.0060216656
6679,Pharmacy,pharmacy,,4,4007359.728324795,1179017.4415298903
6680,Farmacia Dottor Cantone,pharmacy,,4,4007400.1470504194,1178679.7364759352
6681,Archimede,pharmacy,,4,4007689.30081635,1179175.3671229845
6682,Abercrombie & Fitch,clothes,,6,4008102.1816849657,1177159.7226941271
6683,&Other Stories,clothes,,6,4007894.5073555214,1176854.346489226
6684,Urban Outfitters,clothes,,6,4007971.7547197025,1177365.4480720414
6685,Intimissimi,clothes,,6,4007905.716913903,1176932.4343361196
6686,Farmacia Beltrade,pharmacy,,4,4007703.8164073173,1175967.2736240868
6687,Pharmacy,pharmacy,,4,4007822.077566506,1176015.1659060596
6688,Champion,clothes,,6,4007983.209432657,1175872.8643671896
6689,Dott. Calò,pharmacy,,4,4009418.3525948357,1180817.5764851472
6690,Farmacia Bramante,pharmacy,,4,4009642.327892956,1181678.59985177
6691,Farmacia Dr. Rocchi,pharmacy,,4,4003935.8667452973,1177449.52068403
6692,Cigars and Co,tobacco,,3,4008260.2864244846,1174683.0364422114
6693,Farmacia Cairoli,pharmacy,,4,4008276.607591161,1175386.3837588609
6694,Pam,supermarket,,10,4007669.979289641,1174232.421414888
6695,Boggi,clothes,,6,4007664.936673722,1177344.4996907641
6696,Farmacia Ariberto,pharmacy,,4,4007578.459538517,1174422.0747992645
6697,Patrizia Pepe,clothes,,6,4008963.8318093503,1176217.709220639
6698,Tobacco,tobacco,,3,4008995.998321147,1176249.3111190503
6699,Camicissima,clothes,,6,4008502.176616142,1176254.3747693405
6700,Cosimo Gentile,clothes,,6,4008507.934626692,1175913.0284119665
6701,Esselunga,supermarket,,10,4008278.8286491456,1166290.061333157
6702,Auchan,supermarket,,10,4005404.721110055,1163038.4833036878
6703,San Luigi,pharmacy,,4,4005054.481206769,1179308.8449948453
6704,Pharmacy,pharmacy,,4,4007854.015189731,1176231.3656386237
6705,Parafarmacia Esselunga,pharmacy,,4,4005090.0741242324,1177239.0531400908
6706,Intimissimi,clothes,,6,4007774.0811536303,1176187.1556809274
6707,The North Face Store Milano,clothes,,6,4007918.3084935346,1177328.194199255
6708,Farmacia Loreto,pharmacy,,4,4010352.525009143,1180032.7150291232
6709,Farmacia Plinio,pharmacy,,4,4009471.324964889,1179509.371345881
6710,Pharmacy,pharmacy,,4,4009606.0493908813,1179340.1884817374
6711,Zara,clothes,,6,4007942.4635736183,1177144.9449825173
6712,Zara,clothes,,6,4007800.689875708,1176167.8440632143
6713,Carrefour Express,supermarket,,10,4009946.755113751,1180226.6044815285
6714,Farmacia Braccio,pharmacy,,4,4009687.0908290897,1178145.3764236076
6715,Farmacia Repubblica,pharmacy,,4,4009742.040706305,1177846.7623937668
6716,Corneliani,clothes,,6,4008530.4794968693,1176897.3906061538
6717,Loro Piana,clothes,,6,4008474.915970687,1176941.762816481
6718,Ermenegildo Zegna,clothes,,6,4008519.480780057,1176884.6559334404
6719,Farmacia Manzoni,pharmacy,,4,4008508.048058967,1176836.0270955747
6720,Farmacia SALVI,pharmacy,,4,4009250.890744479,1176382.3683282912
6721,Versace,clothes,,6,4008592.783396866,1177093.12209633
6722,Tempio Caffè,tobacco,,3,4008942.3049301654,1177198.8823553945
6723,Gucci,clothes,,6,4008247.1773982244,1177174.50088185
6724,Brioni,clothes,,6,4008406.861792015,1177084.4528033994
6725,Brian & Barry,clothes,,6,4007926.8057232634,1177532.9211159216
6726,North Sails,clothes,,6,4007919.4346074383,1177479.809916709
6727,WP Store,clothes,,6,4007963.2438444793,1177537.6777216683
6728,Antica Farmacia del lazzaretto,pharmacy,,4,4009229.9057104583,1178327.0581999107
6729,Farmacia Sant'Eustorgio,pharmacy,,4,4006629.9872133425,1175071.376745906
6730,Pharmacy,pharmacy,,4,4011847.8921240987,1194439.0939909103
6731,Pharmacy,pharmacy,,4,4011045.7267689393,1194781.3461544132
6732,Farmacia Nizza,pharmacy,,4,4012720.855028663,1176804.9734588908
6733,Pharmacy,pharmacy,,4,4011977.1326001696,1177037.9370755418
6734,coop corsico,supermarket,,10,4004395.8345994987,1165046.7363137025
6735,Simply,supermarket,,10,4010801.0473997514,1181137.5512100484
6736,Pharmacy,pharmacy,,4,4010747.8319624593,1181040.4240710398
6737,U2 Supermercato,supermarket,,10,4009983.0651102597,1181527.6938553406
6738,Unes,supermarket,,10,4008010.6836347985,1178554.215681154
6739,Il mercato verde,supermarket,,10,4009454.1698525124,1182427.6374455155
6740,Carrefour Express,supermarket,,10,4005665.018075504,1180073.28965486
6741,Pharmacy,pharmacy,,4,4005760.4194912035,1180693.5191201104
6742,Pharmacy,pharmacy,,4,4008961.0049639624,1163346.5984488344
6743,Pharmacy,pharmacy,,4,4007751.295631666,1167575.9745568938
6744,Acne Studios,clothes,,6,4008679.2047961457,1175890.4703581142
6745,Farmacia Lambrate,pharmacy,,4,4009816.66457672,1182422.272888777
6746,Pharmacy,pharmacy,,4,4007961.3027462093,1173061.119041614
6747,BricoCenter Portello,supermarket,,10,4011697.10530569,1171451.7161300103
6748,H&M,clothes,,6,4011669.9222892136,1171175.199461765
6749,Zara,clothes,,6,4011664.1927420855,1171262.1307192566
6750,Germani Sport,clothes,,6,4007858.390022376,1176955.9052654123
6751,Farmacia sociale,pharmacy,,4,4012188.9424364623,1180901.2565528376
6752,Farmacia Europa,pharmacy,,4,4012476.780044933,1180946.3979092042
6753,Clothes,clothes,,6,4009370.1786663006,1183258.0223263134
6754,Farmacia Remotti,pharmacy,,4,4007538.989891243,1178677.5011784753
6755,Pharmacy,pharmacy,,4,4006733.2691313983,1177123.7895560272
6756,Penny Market,supermarket,,10,4009989.963682155,1182048.6236103366
6757,Unes,supermarket,,10,4009975.0802278607,1181909.2756375112
6758,Demas,clothes,,6,4004842.46010631,1162568.7133360936
6759,Farmacia Tessera,pharmacy,,4,4005057.580616136,1162951.2097991842
6760,Carrefour Market,supermarket,,10,4012251.987326049,1170912.512940556
6761,Carrefour Express,supermarket,,10,4009468.28231589,1182260.100870057
6762,Farmacia Premuda,pharmacy,,4,4007788.512182743,1178677.4627422858
6763,Pharmacy,pharmacy,,4,4008477.264262844,1178673.19911011
6764,Parashop,pharmacy,,4,4007479.1946880687,1175669.9030779458
6765,Del Mare 1911 - Spaccio Aziendale,clothes,,6,4006613.7855227995,1178732.4293065404
6766,Reale,pharmacy,,4,4007467.545893048,1176618.7058728116
6767,UNES,supermarket,,10,4005794.907966699,1192216.8789088465
6768,Less,clothes,,6,4013531.2709296215,1181339.2224393266
6769,Pharmacy,pharmacy,,4,4013960.6001382447,1179791.2782154884
6770,Viola,clothes,,6,4006420.7225111523,1175162.659658647
6771,Pharmacy,pharmacy,,4,4007220.339632053,1175700.0698962344
6772,Pharmacy,pharmacy,,4,4010170.758232639,1174494.5866389642
6773,Magazzini Firme Outlet,clothes,,6,4007843.5913933734,1176129.0200774844
6774,My Auchan,supermarket,,10,4010246.4644575724,1175619.5286442048
6775,Sedra Milano Boutique,clothes,,6,4010261.0036418447,1177616.8146851214
6776,Farmacia Smeraldo,pharmacy,,4,4009938.302995986,1176487.3372242665
6777,Conad di via Gonin,supermarket,,10,4005685.8791996343,1167052.425683365
6778,Farmacia Maccioni,pharmacy,,4,4011618.967728093,1176111.1171939818
6779,Farmacia Orio,pharmacy,,4,4009893.43019506,1172982.5838205784
6780,Carrefour,supermarket,,10,4008388.2802881277,1179392.1872585143
6781,Farmacia Formaggia,pharmacy,,4,4009046.6987240324,1178616.1900059143
6782,Farmacia Scientifica,pharmacy,,4,4008407.779541682,1179492.1635949507
6783,Pharmacy,pharmacy,,4,4008384.770925591,1179793.3997817812
6784,U2,supermarket,,10,4009088.7894294383,1178752.1411374197
6785,Carrefour Market,supermarket,,10,4010262.838658143,1174014.0689371054
6786,Pam,supermarket,,10,4010474.28011882,1180433.1581900537
6787,Simply Market,supermarket,,10,4007437.3682542234,1162743.8992382132
6788,Farmacia San Celso,pharmacy,,4,4006948.1077177296,1176008.627082555
6789,Penny,supermarket,,10,4004355.093493213,1176317.1548725876
6790,Farmacia Lodi,pharmacy,,4,4006057.323886004,1178060.6497629418
6791,Clothes,clothes,,6,4009223.0066682375,1178833.3340218065
6792,Yamamay,clothes,,6,4009946.483588727,1179697.898865752
6793,Farmacia,pharmacy,,4,4009323.75952761,1179782.6217255332
6794,Bershka,clothes,,6,4010000.252452742,1179695.9271234523
6795,United Colors of Benetton,clothes,,6,4009354.125225856,1178912.3486647923
6796,Yamamay,clothes,,6,4009267.057979811,1178813.155037628
6797,Calzedonia,clothes,,6,4008412.0536589315,1173036.7921055264
6798,Yamamay,clothes,,6,4008407.07305336,1173061.3001538222
6799,Pharmacy,pharmacy,,4,4008397.353218655,1173127.3145997988
6800,NaturaSì,supermarket,,10,4008907.881329003,1178924.1050682927
6801,Pharmacy,pharmacy,,4,4009153.3997903317,1179998.7601797057
6802,Farmacia Dottor Barni,pharmacy,,4,4011005.851656942,1179631.460135698
6803,Pharmacy,pharmacy,,4,4011175.9134005797,1180094.0298615368
6804,Pharmacy,pharmacy,,4,4005922.8385703177,1163454.7323281576
6805,Farmacia Val Di Sole,pharmacy,,4,4003304.9432221083,1177654.0764781306
6806,Unes,supermarket,,10,4003648.458595099,1177663.6477979464
6807,Uniqlo,clothes,,6,4008020.948996567,1175910.585392064
6808,Farmacia del Giambellino,pharmacy,,4,4006524.325213704,1170462.8748788636
6809,Farmacia Biazzi,pharmacy,,4,4006204.1134634293,1169213.4587979745
6810,u,supermarket,,10,4014841.669083744,1171002.767140194
6811,Simply,supermarket,,10,4014927.333604387,1170651.2826100457
6812,Carrefour Market,supermarket,,10,4003308.8260007733,1174294.852723938
6813,Farmacia Tacchella,pharmacy,,4,4010129.9756575045,1171145.3767882686
6814,Farmacia Boccaccio,pharmacy,,4,4008530.9848558144,1173914.4127451354
6815,Auchan,supermarket,,10,4009332.6116512087,1178010.3822788622
6816,Farmacia Bergognone,pharmacy,,4,4006776.8011827804,1173039.0610998971
6817,Ultràchic,clothes,,6,4008142.8045779206,1175273.3038309894
6818,Brandy Melville,clothes,,6,4008179.1758929365,1175243.8008061848
6819,Farmacia Spirito Santo,pharmacy,,4,4006481.9290208817,1164145.371517437
6820,Motivi,clothes,,6,4007889.640514525,1177007.7466477922
6821,Max Mara,clothes,,6,4007929.2308689905,1177071.1474457744
6822,Ravizza,clothes,,6,4008070.2821331117,1176725.8762297805
6823,Carrefour,supermarket,,10,4008863.3060033848,1180054.560409041
6824,Pharmacy,pharmacy,,4,4010521.98401317,1181927.8142546914
6825,Farmacia Missori,pharmacy,,4,4007373.221376166,1176246.2668736847
6826,Farmacia Moizio,pharmacy,,4,4007274.18717706,1179930.080663836
6827,Tailor,tailor,,4,4006774.3738535345,1176005.2994120358
6828,Farmacia Internazionale,pharmacy,,4,4009645.916916105,1180043.5839150038
6829,Unes,supermarket,,10,4006023.545761064,1178739.2693847697
6830,Clothes,clothes,,6,4008350.65454371,1176579.7343716517
6831,Sandro Paris,clothes,,6,4010164.9413790577,1176299.2160010668
6832,Pinko,clothes,,6,4010172.870568995,1176302.2874546684
6833,Bershka,clothes,,6,4007914.560584551,1177121.2315821513
6834,Gap,clothes,,6,4007930.6432384085,1177211.0918936366
6835,Guess,clothes,,6,4008014.117125823,1177472.7969367872
6836,Coin,clothes,,6,4011994.2579887537,1171837.9867406567
6837,Parafarmacia Portello,pharmacy,,4,4011728.973899813,1171202.6381419236
6838,Pharmacy,pharmacy,,4,4011750.8625715193,1171340.3524497754
6839,Showroom Papaveri,clothes,,6,4008247.4050393607,1179447.4873637315
6840,Tobacco,tobacco,,3,4004300.761970188,1172787.8217207128
6841,Il Gigante,supermarket,,10,4007084.1710731746,1171388.606194343
6842,Il Salvagente,clothes,,6,4007733.093507284,1179559.8728067873
6843,Carrefour Express,supermarket,,10,4005651.4234136418,1174448.0073852856
6844,OVS,clothes,,6,4011577.4340879247,1182782.9213602692
6845,Pam,supermarket,,10,4011524.6292970777,1182066.5146182687
6846,DMagazine Outlet,clothes,,6,4008307.176800856,1177005.7055237344
6847,Accessorize,clothes,,6,4008394.2778261118,1173145.7993098157
6848,Yamamay,clothes,,6,4007883.9595469404,1176979.0644682336
6849,Agent Provocateur,clothes,,6,4008222.223722007,1177012.4826861408
6850,Alexandre McQueen,clothes,,6,4008247.494251803,1177105.997248611
6851,Burberry,clothes,,6,4008254.6444943273,1177087.2549973459
6852,Cruciani,clothes,,6,4008242.781203468,1177061.0841773108
6853,Dsquared2,clothes,,6,4008206.522309375,1177020.416096948
6854,Etro,clothes,,6,4008245.2817219887,1177067.046920843
6855,Gucci,clothes,,6,4008252.91039059,1177115.547728103
6856,Il Gufo,clothes,,6,4008228.418150256,1177026.6393479293
6857,Jil Sander,clothes,,6,4008222.2608383587,1177053.398128624
6858,John Richmond,clothes,,6,4008240.7443746845,1177055.075231996
6859,La Martina,clothes,,6,4008217.2726360247,1177040.5236384997
6860,Oxford,clothes,,6,4008199.2301703277,1177005.1801309579
6861,Tom Ford,clothes,,6,4008209.867135989,1176986.535222421
6862,Clothes,clothes,,6,4008268.9336315636,1177118.1488518263
6863,Golden Point,clothes,,6,4007745.7700104383,1176219.6740291482
6864,Celio,clothes,,6,4007901.9268392357,1176908.1934221836
6865,Max & Co.,clothes,,6,4007924.437874655,1177038.5937920578
6866,London look,clothes,,6,4007903.408249603,1176920.5060517276
6867,United Colors of Benetton,clothes,,6,4007935.313523645,1177103.28331089
6868,Pull & Bear,clothes,,6,4007922.7539875894,1177166.7153436432
6869,Alcott,clothes,,6,4007870.0105631817,1176870.3245408789
6870,Intimissimi,clothes,,6,4007863.3286237526,1176825.9852167098
6871,Zara,clothes,,6,4010457.1176598505,1178434.4885948973
